7997435A067169AB55EF7D77860D1024,2E9F918CD46F311C4D45ACCF503F6910,CMT,2013-08-04 22:47:05,CRD,19,0.5,0.5,5,0,25
4463A0F1490839D29FA9575E1A6391AC,94C9A7FC82E4F007C8F88551F25A3037,CMT,2013-08-04 20:12:49,CRD,11,0.5,0.5,2.4,0,14.4
19701F73A96E07C93DF6983BB5B513C1,5EEA6B1F34A01DFF3E7B31CF714CB20A,CMT,2013-08-04 00:59:49,CSH,4,0.5,0.5,0,0,5
BC42A252CED2AD5C8C6871A23434EFCA,E0E79369DDB0DA1EB229036D3158AEB5,CMT,2013-08-04 01:42:27,CSH,6,0.5,0.5,0,0,7
C4C347414D5C906720807BFC30CF13BA,B29E3D3856D783079E0A0CBCC0106CAB,CMT,2013-08-04 02:35:04,CSH,8,0.5,0.5,0,0,9
9003706012671C700A077F15F98E192D,7FC55BB944EE461519E3F83C52919766,CMT,2013-08-04 11:18:38,CSH,12,0,0.5,0,0,12.5
69E909B6477EAA453593E474173E7541,083633B9C5F5B83559B855692DA1D28C,CMT,2013-08-04 15:10:41,CSH,18,0,0.5,0,0,18.5
FFBFCA8A2DE362A445D7375BD5B64FD6,CDC6FC837A78E55F3671549EE26EC54B,CMT,2013-08-04 15:21:09,CSH,13,0,0.5,0,5.33,18.83
C0D5941A4A93777E96210EBD9DCAEC95,165DEDC2F90EAD11270D579758145D4B,CMT,2013-08-04 20:13:43,CSH,15.5,0.5,0.5,0,0,16.5
C2CD022EDE5A76A2576B953FD26A6875,508B5CEB07158E68DBE984AD69C67706,CMT,2013-08-04 12:27:10,CSH,6,0,0.5,0,0,6.5
0305D9CCDEECC106EE7BC4FD453986C9,732BEB18208EAE888ECF0B7B4464023E,CMT,2013-08-04 07:45:33,CSH,7.5,0,0.5,0,0,8
4A17962CB3E106E57D60793A789FE48E,6B9B4670E8E0F1E38E8631D33CFAAFE5,CMT,2013-08-04 07:56:21,CSH,4.5,0,0.5,0,0,5
A8998DAAB5B9AB4BF05BBEB3870BE326,A394D2DB6F8A742F01F73E43656C51F7,CMT,2013-08-04 20:53:34,CSH,9.5,0.5,0.5,0,0,10.5
5803D6EAD49AEAA82063A7DDCE35CD04,7AD46141AC71E2877BE0439D93572649,CMT,2013-08-04 23:45:49,CSH,9.5,0.5,0.5,0,0,10.5
2E35E767EBF19DFED9CCB59C5C7C1087,BE3B0B9695D83F5964F16728D972821F,CMT,2013-08-04 12:54:55,CSH,6,0,0.5,0,0,6.5
79616C285FA42A86698374E546EE4D57,8F7AF232A0070B596B2814B75B72E2FB,CMT,2013-08-04 15:33:41,CSH,8.5,0,0.5,0,0,9
39571F1285E7DAC61A10D6830AC2D9B0,743E82308F4D61A61FB7B807BDE46741,CMT,2013-08-04 11:18:19,CSH,5.5,0,0.5,0,0,6
8AADE866F4F6808B5F06E47492820DBF,BA39681C30D9B974B66742F425C5A7E6,CMT,2013-08-04 13:08:51,CSH,6.5,0,0.5,0,0,7
A0432BA6B2E7C5B7DD23179092E551DB,576E56766CADA3BDE0E408D02DDCE8E1,CMT,2013-08-04 22:16:26,CSH,9,0.5,0.5,0,0,10
2CCB6C8BC529CF38EB7AAAA3C8B3A427,910A372550A59A1A226AF8E5C77E5F38,VTS,2013-08-07 10:58:00,CSH,10.5,0,0.5,0,0,11
0FAF0CC8A44ED8AE5C5CB6C687B5BAFA,ECAC829311F705D7038C363A1CB4B511,VTS,2013-08-07 11:11:00,CRD,7,0,0.5,0,0,7.5
AA84852A1B5D79201A8027EB828BF546,A671FA5AF7A37CE619E4F152EC7D80A4,VTS,2013-08-07 15:08:00,CRD,32.5,0,0.5,8.12,5.33,46.45
17611511BDBE9D549FA200CFF09B1980,FF9E57FA4D727BDF69A64CAC9F5D1E8D,VTS,2013-08-07 16:06:00,CSH,18.5,1,0.5,0,0,20
DDB97BFEC29985F364E40493881FC1E8,22D376CA42729BE5A7DAF56107101008,VTS,2013-08-07 16:05:00,CSH,14,1,0.5,0,0,15.5
E19C7F460BA01C140E4AC45ABDF70699,533D4908BB1C809D4B13EE5B2957B584,VTS,2013-08-07 19:00:00,CSH,9,1,0.5,0,0,10.5
ECF274DD2C2FB8A1398C2CF2972B8D6C,8CF2F54FEAF585FE4E79F6703BA00F80,VTS,2013-08-07 19:40:00,CSH,22.5,1,0.5,0,0,24
ECB0DFE145A81558D53AA1D3629D4257,E6052708C75B645DA8D44445192272BA,VTS,2013-08-07 19:38:00,CSH,22,1,0.5,0,0,23.5
E20585D090C0C28E2A3B0C6DFBA678E9,16B9285E8232CFB9AFBB949A1F0F75B6,VTS,2013-08-07 20:36:00,CRD,8.5,0.5,0.5,1.8,0,11.3